站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
56959,20230706154300,12.0,1018.6,94,335,3.1,0.5,10321.1
56964,20230706154300,6.5,1018.4,41,66,7.2,0.5,10436.3
56966,20230706154300,28.4,1012.3,4,149,13.2,1.0,10400.0
56969,20230706154300,21.5,1023.9,50,336,11.4,0.5,10489.0
56977,20230706154300,5.9,1004.0,92,40,14.6,0.7,10276.4
56985,20230706154300,13.0,1003.4,29,195,13.0,1.2,10366.2
56986,20230706154300,25.4,1014.0,91,258,5.9,1.4,10115.5
56991,20230706154300,14.3,1010.1,79,188,2.0,1.4,10111.8
59007,20230706154300,23.7,1000.8,43,306,14.8,0.3,10090.5
58448,20230706154300,24.6,1002.7,98,186,13.6,1.4,10166.1
58450,20230706154300,21.8,1017.5,90,32,4.0,0.5,10398.2
58457,20230706154300,5.1,1004.3,82,34,13.9,0.8,10256.9
58464,20230706154300,16.1,1019.1,92,338,12.4,0.9,10040.3
58467,20230706154300,32.4,1003.4,5,251,10.6,0.9,10215.7
58472,20230706154300,9.4,1002.8,48,162,6.3,1.5,10306.0
58477,20230706154300,30.3,1026.0,43,67,2.5,0.0,10180.2
58543,20230706154300,1.6,1023.6,83,180,11.2,0.8,10112.4
58549,20230706154300,33.9,1007.9,20,35,4.5,0.3,10399.4
58553,20230706154300,10.1,1024.5,30,55,4.8,0.7,10359.6
58556,20230706154300,11.1,1021.5,68,207,10.7,0.9,10455.8
58557,20230706154300,23.5,1018.9,96,101,1.7,0.4,10016.1
58562,20230706154300,28.1,1010.2,34,312,5.3,1.1,10047.4
58569,20230706154300,29.8,1012.9,42,181,9.5,1.4,10272.4
58633,20230706154300,29.5,1006.9,4,247,8.1,0.8,10499.6
58646,20230706154300,9.0,1004.6,79,35,8.2,1.5,10066.8
58652,20230706154300,10.1,1006.1,42,243,8.3,1.0,10229.2
58665,20230706154300,3.8,1004.1,68,38,6.2,1.0,10135.9
58666,20230706154300,30.9,1007.2,59,15,10.8,0.4,10398.5
58667,20230706154300,14.1,1014.8,87,92,0.6,0.4,10415.0
58742,20230706154300,3.9,1003.8,77,300,2.7,0.3,10015.1
58752,20230706154300,16.2,1005.0,95,51,14.1,0.2,10257.7
58760,20230706154300,20.4,1015.6,21,143,8.1,1.2,10402.8
57348,20230706154300,34.1,1019.1,40,183,2.4,0.0,10061.8
57426,20230706154300,18.2,1011.8,49,261,2.4,0.3,10147.2
57432,20230706154300,25.1,1015.6,57,325,4.1,1.2,10249.1
57502,20230706154300,3.3,1017.1,11,207,9.9,1.5,10448.8
57512,20230706154300,23.2,1002.0,92,84,13.6,0.9,10270.7
57516,20230706154300,21.2,1000.6,11,55,3.6,0.8,10470.5
57517,20230706154300,16.2,1023.1,38,245,8.7,0.0,10101.5
 57520,20230706154300,12.9,1023.5,20,4,5.3,0.5,10216.2
57523,20230706154300,0.5,1022.2,17,167,6.8,1.4,10452.9
57536 ,20230706154300,0.6,1014.9,78,319,1.0,0.4,10442.4
57612,20230706154300,4.8,1013.2,23,23,2.8,0.1,10247.3
57633,20230706154300,21.6,1025.3,34,207,9.5,1.1,10335.2
